ch_id,ch_name,pmt,spe_mean,spe_width,chi2,dof,spe_mean_err,spe_width_err,HV
101,adc_b1_ch1,bt_p1,1.4750177851894237,1.3031765214245115,40.24311097122073,33,0.1884571311113447,0.2921646755427802,1900
102,adc_b1_ch2,bt_p2,1.555967972539028,0.7700571973750817,23.39750484937452,27,0.03691067291344158,0.048743303484743844,2000
103,adc_b1_ch3,bt_p3,1.7067787624228135,0.7167006374923769,20.402791009496507,27,0.0279989428435918,0.03713811603804833,2000
104,adc_b1_ch4,bt_p4,0.9169470841725746,0.5297388470793283,16.484417683523617,23,0.017923546701459583,0.013458789892562367,2200
105,adc_b1_ch5,bt_p5,1.9413399686909394,0.8866434322751413,32.35629598130041,27,0.07404778987803289,0.10186731170387901,1950
106,adc_b1_ch6,bt_p6,1.6309922788563826,0.636958123099266,12.994492700660848,24,0.0429657029565964,0.03302835516934379,1800
107,adc_b1_ch7,bt_p7,1.391605895387952,0.7283246930993099,21.01376843701739,27,0.04033428573290642,0.043155082935156186,2100
108,adc_b1_ch8,bt_p8,1.5638855281570954,0.6890563202829761,32.28223842120873,27,0.03602877229560641,0.04490246407036305,2100
109,adc_b1_ch9,bt_p9,1.4537486510080704,0.6974943190500361,42.918308854682934,27,0.03211612626670804,0.034343829331306,2125
110,adc_b1_ch10,bt_p10,1.8848964759013511,0.6596074814659016,29.410695408634766,27,0.02206440291061974,0.026123827800107156,1975
111,adc_b1_ch11,bt_p11,1.5590070260739555,0.7124750909800529,20.856985310626417,27,0.024763448628818182,0.03119239968123457,2000
112,adc_b1_ch12,bt_p12,1.5401095015205497,0.669950343471292,20.137207289450505,27,0.017851670154860177,0.02093714033948036,1900
113,adc_b1_ch13,bt_p13,1.4439368188498205,0.9867143847587118,30.051965288738366,29,0.06584390176588174,0.09968855147337598,2125
114,adc_b1_ch14,bt_p14,1.5534496811241487,0.6234587707813587,28.932774304228065,27,0.024620119588992736,0.02790273235057425,2000
115,adc_b1_ch15,bt_p15,1.6497424872053414,0.9003175032022761,44.62607551872261,27,0.037697592416980695,0.06334243833033115,2025
200,adc_b2_ch0,bt_p16,1.6952607281973109,0.7396222674047365,39.49988500838626,27,0.019448082735653148,0.027051276568142563,1900
201,adc_b2_ch1,bt_p17,1.683911148269213,1.1791445319918548,23.42249509420016,27,0.047338627869871475,0.10304960831744499,2125
202,adc_b2_ch2,bt_p18,1.6306319013570503,0.6702156001281057,21.683534476424498,27,0.017472160195863364,0.022257554619172032,2150
203,adc_b2_ch3,bt_p19,1.376546197010066,0.5252726550198121,32.66193590951318,25,0.021351111593455156,0.020848214304085823,1900
204,adc_b2_ch4,bt_p20,1.4422431581681934,0.7227079579208779,19.09571024679443,27,0.022515266860864646,0.024864726905117384,2100
205,adc_b2_ch5,bt_p21,1.4286820455529299,0.6306233439027031,16.23536684368101,27,0.01342808013639402,0.013420753750960787,2000
206,adc_b2_ch6,bt_p22,1.593105138068867,0.59564049667756,23.964803575778006,27,0.021573115991118486,0.02317594463081149,1800
207,adc_b2_ch7,bt_p23,1.4402397446619306,0.8443495136454194,25.88963736224483,27,0.030090227964729536,0.037019336012177426,1925
208,adc_b2_ch8,bt_p24,1.3990002007630846,1.284031573481817,18.902541175388905,27,0.10717650690783796,0.176778757912896,2050
209,adc_b2_ch9,bt_p25,1.7665939465371594,0.7531510946311557,15.46154707489539,27,0.03188409140544786,0.04457073453792994,2000
210,adc_b2_ch10,bt_p26,1.4426968966321727,0.65590166728438,27.02900374541818,27,0.03467303259696187,0.034863200956452504,1850
211,adc_b2_ch11,bt_p27,1.2994083286925426,0.5186417367146832,24.659819816286223,27,0.01637341984177949,0.01325586990377619,1850
212,adc_b2_ch12,bt_p28,1.5614144174500408,0.7915845364547492,21.913480589968444,27,0.02431294585998875,0.033090190100240204,2050
213,adc_b2_ch13,bt_p29,1.8464131134049495,0.7066598425243645,40.101754765173965,27,0.023571327022294124,0.02972454682465408,2000
214,adc_b2_ch14,bt_p30,1.558860200850784,0.5246857659048139,26.31780353502387,27,0.022231636866388915,0.021791847136930893,2025
300,adc_b3_ch0,b1_p1,1.5450073238257407,0.6948912751338546,27.698939159389475,27,0.02509254171246292,0.029298955551373334,2075
301,adc_b3_ch1,b1_p2,1.2971448932884322,0.5918181218810153,31.785086430032543,26,0.019344805701798026,0.01967161576558917,2225
