ch_id,ch_name,pmt,spe_mean,spe_width,chi2,dof,spe_mean_err,spe_width_err,HV
102,adc_b1_ch2,bt_p2,1.507309974322534,0.5749961895651109,24.3943718006776,27,0.0230800181360824,0.022966965599440718,1950
103,adc_b1_ch3,bt_p3,1.6067928986003541,0.6358991190390639,32.06811748851092,27,0.02958553145735709,0.03450454396932943,2000
104,adc_b1_ch4,bt_p4,1.314290762069827,0.7266912556027887,17.46570104520071,27,0.03809338153282779,0.03578064412765119,2200
105,adc_b1_ch5,bt_p5,1.5570359640090372,0.6655175616157238,29.070056067834635,27,0.035193767823839324,0.040823823548769046,1950
106,adc_b1_ch6,bt_p6,1.4648338117425515,0.5687454905203648,22.270166057348234,27,0.022339950417795067,0.021480900363051062,1800
107,adc_b1_ch7,bt_p7,1.356995737265492,0.593807182629129,31.544907934114395,27,0.03006437523760557,0.027246099013979473,2100
108,adc_b1_ch8,bt_p8,1.3022866790958139,0.6551888318036628,31.77267916060097,27,0.031390769369835245,0.028908945329220205,2100
109,adc_b1_ch9,bt_p9,1.3586630297691629,0.6904980551483013,31.268204676672497,27,0.01972083091267416,0.019182124896240715,2125
110,adc_b1_ch10,bt_p10,1.7769337469839768,0.7137761732432688,25.246282046842865,27,0.01754797742754553,0.020211889244682285,1975
111,adc_b1_ch11,bt_p11,1.3856689893337348,0.6165192320643115,27.565992081237034,27,0.016262573675286576,0.015483922702447788,2000
112,adc_b1_ch12,bt_p12,1.4588960912323365,0.5573556472715444,17.351087842989884,27,0.012771405199459844,0.012121536374707963,1900
113,adc_b1_ch13,bt_p13,1.0409844268381738,1.0585415080599327,28.2225689717317,29,0.13609417452595912,0.1229780832347547,2125
114,adc_b1_ch14,bt_p14,1.6902497883153402,0.6948524154203818,17.84640170694487,27,0.02825376786567088,0.036989866925809335,2000
115,adc_b1_ch15,bt_p15,1.462692271732682,0.6944757762030814,42.45344803255858,27,0.037197208347277376,0.04164885396193106,2025
200,adc_b2_ch0,bt_p16,1.4531312415375381,0.5975787235641011,29.668215804580832,27,0.021816213096139236,0.022011727473938352,1900
201,adc_b2_ch1,bt_p17,1.5949535004350737,0.9266960254291583,25.91562716240771,27,0.03772938674730847,0.06257685526774043,2125
202,adc_b2_ch2,bt_p18,1.6641763185185874,0.7333584994095611,25.95442056975998,27,0.016224784338329645,0.022519836925880367,2150
203,adc_b2_ch3,bt_p19,1.1642795258340715,0.41090762184336294,28.06863757022413,25,0.01520159767439529,0.012262341568966788,1900
204,adc_b2_ch4,bt_p20,1.4773636737363074,0.7049145050670099,35.15279096788019,27,0.03001011444377986,0.03366576610735561,2100
205,adc_b2_ch5,bt_p21,1.4078985321550535,0.6466156669086398,26.192091093501517,27,0.021382636534187614,0.021193172587882902,2000
206,adc_b2_ch6,bt_p22,1.4997580229641532,0.5485152665439857,26.83068487623223,27,0.025008614539419605,0.02459739718018864,1800
207,adc_b2_ch7,bt_p23,1.3681113513779453,0.7428228842515401,31.209614146545647,27,0.02920695805734791,0.03009078566431838,1925
208,adc_b2_ch8,bt_p24,1.3952539130467374,0.9539890252730969,24.021497441034917,27,0.04793198915887878,0.06257712765151406,2050
