ch_id,ch_name,pmt_name,spe_mean,spe_width,chi2,dof,spe_mean_err,spe_width_err,HV
101,adc_b1_ch1,bt_p1,1.4941022424531984,1.0908915000167276,27.49615806162838,25,0.06293468564903278,0.121805225358869,1900
102,adc_b1_ch2,bt_p2,1.5085646856283597,0.5803899310234321,23.52602258465679,25,0.024063034899545102,0.026974122580423872,1950
103,adc_b1_ch3,bt_p3,1.6116985971643838,0.6483554418636356,31.36044060782676,25,0.03223751755024328,0.042674597886302575,2000
104,adc_b1_ch4,bt_p4,1.3183949521044687,0.7117321687895857,16.295117282641264,25,0.036867811704398276,0.03793807529242909,2200
105,adc_b1_ch5,bt_p5,1.5641984583482582,0.6864373242484955,24.487399339445325,25,0.03557487007164825,0.04824980052940015,1950
106,adc_b1_ch6,bt_p6,1.4654865102433843,0.5745300102278134,21.167405940719682,25,0.023042344176312908,0.02500460711215874,1800
107,adc_b1_ch7,bt_p7,1.3574838908336875,0.590926016481839,31.273947861977877,25,0.03093403577053869,0.030733711492129653,2100
108,adc_b1_ch8,bt_p8,1.3075197016248845,0.6340310868072454,28.586715984601806,25,0.029158983311167796,0.029098044446181293,2100
109,adc_b1_ch9,bt_p9,1.359722834670049,0.6845338052691335,30.342717700329075,25,0.019942698646990793,0.021578681948376005,2125
110,adc_b1_ch10,bt_p10,1.7767006624156592,0.7622260147973245,23.576349927998542,25,0.01976416155635728,0.027965103788755802,1975
111,adc_b1_ch11,bt_p11,1.3867629385875138,0.6010065119542847,19.867028777892752,25,0.013766441094301064,0.014045470705079645,2000
112,adc_b1_ch12,bt_p12,1.4593447414439265,0.5605250244997244,16.663748601851925,25,0.013140978602527052,0.013862206716749315,1900
113,adc_b1_ch13,bt_p13,1.0931254859145458,0.9901010719911197,27.25520016853101,25,0.1622494399750055,0.1470965880245338,2125
114,adc_b1_ch14,bt_p14,1.6849008474573834,0.6811259394205983,18.324403065789475,25,0.03113948467285175,0.04235519722865172,2000
115,adc_b1_ch15,bt_p15,1.4627223605907793,0.681635004212976,35.26007269710593,25,0.034334494648114756,0.04190011858471971,2025
200,adc_b2_ch0,bt_p16,1.452650736137393,0.5910406120435477,29.249655122665544,25,0.02220566160027369,0.024603498491901906,1900
201,adc_b2_ch1,bt_p17,1.6009306082767485,0.9565977352181816,24.494099583449607,25,0.04154590426780964,0.08170338152370188,2125
202,adc_b2_ch2,bt_p18,1.6603741887771426,0.7259090822827465,24.398004018085285,25,0.017241074232268293,0.025590348035520755,2150
203,adc_b2_ch3,bt_p19,1.1752049914413325,0.4038418800758653,28.158836929357612,25,0.016348679639856284,0.012913224931564401,1900
204,adc_b2_ch4,bt_p20,1.4789107927680398,0.7175723412415074,34.57681013118877,25,0.03189267735053693,0.04167214330633877,2100
205,adc_b2_ch5,bt_p21,1.408423039794805,0.6419186879600138,25.72926913929119,25,0.021787119257363038,0.023956328515806227,2000
206,adc_b2_ch6,bt_p22,1.4988838889132692,0.5420110409841803,25.942953351736275,25,0.02530407563094185,0.026716238417889792,1800
207,adc_b2_ch7,bt_p23,1.370303619514226,0.7216167810860376,36.342300888394945,25,0.031180871661829354,0.0353733316539654,1925
208,adc_b2_ch8,bt_p24,1.399842022171081,0.9173408629820441,22.36279074549829,25,0.0445240841425324,0.06513273273356728,2050
209,adc_b2_ch9,bt_p25,1.6789924847008681,0.7848698894075439,21.862802725748026,25,0.02118700455667636,0.03328852284375274,2000
210,adc_b2_ch10,bt_p26,1.3582944428019987,0.5666939576949876,17.76422485043582,25,0.024116782149755794,0.023152281592617396,1850
